CASE#,DATE OF OCCURRENCE,BLOCK, IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JH179059,03/07/2024 02:47:00 PM,024XX W 115TH ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,2212,19,18,1162282,1828309,41.684532475,-87.681563936,"(41.684532475, -87.681563936)"
JH178522,03/07/2024 02:25:00 AM,004XX S PULASKI RD,0560,ASSAULT,SIMPLE,STREET,N,N,1132,28,08A,1149797,1897617,41.874974798,-87.725475051,"(41.874974798, -87.725475051)"
JH179352,03/07/2024 05:19:00 PM,047XX S HALSTED ST,0560,ASSAULT,SIMPLE,DRUG STORE,N,N,933,20,08A,1171770,1873441,41.808178424,-87.645510361,"(41.808178424, -87.645510361)"
JH186147,12/01/2023 01:00:00 PM,033XX W ARGYLE ST,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,1713,33,06,1153024,1933007,41.972024606,-87.712686298,"(41.972024606, -87.712686298)"
JH179325,03/07/2024 05:30:00 AM,117XX S FRONT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,532,9,06,1180896,1827206,41.681099046,-87.613457356,"(41.681099046, -87.613457356)"
JH178910,03/07/2024 12:02:00 PM,010XX W ADDISON ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,1924,44,06,1168667,1924089,41.947227914,-87.655424114,"(41.947227914, -87.655424114)"
JH186293,02/09/2024 09:00:00 AM,089XX S CARPENTER ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2222,21,11,1170883,1845491,41.731499631,-87.649578628,"(41.731499631, -87.649578628)"
JH179524,03/07/2024 08:38:00 PM,046XX W MAYPOLE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1113,28,18,1145456,1901057,41.884497824,-87.741326454,"(41.884497824, -87.741326454)"
JH179260,03/07/2024 04:30:00 PM,019XX W LOYOLA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2412,40,05,1162013,1943390,42.000332475,-87.679340769,"(42.000332475, -87.679340769)"
JH182083,03/07/2024 10:00:00 PM,082XX S WOODLAWN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,411,8,05,1185650,1850393,41.744616593,-87.595327938,"(41.744616593, -87.595327938)"
JH178616,03/07/2024 06:15:00 AM,027XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1935,43,08B,1171627,1918594,41.932084664,-87.644706283,"(41.932084664, -87.644706283)"
JH178501,03/07/2024 12:18:00 AM,092XX S CHAPPEL AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,N,N,413,7,02,1191456,1844090,41.727181958,-87.574258036,"(41.727181958, -87.574258036)"
JH178856,03/07/2024 10:54:00 AM,113XX S MICHIGAN AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,VEHICLE NON-COMMERCIAL,Y,N,531,9,26,1178823,1829603,41.687724047,-87.620973015,"(41.687724047, -87.620973015)"
JH185930,03/01/2024 08:40:00 AM,032XX W MADISON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER (SPECIFY),N,N,1123,28,11,1154777,1899834,41.880960239,-87.707131052,"(41.880960239, -87.707131052)"
JH179098,03/07/2024 02:59:00 PM,005XX N RIDGEWAY AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,Y,N,1122,27,18,1151293,1903265,41.89044431,-87.71983407,"(41.89044431, -87.71983407)"
JH179638,03/07/2024 10:10:00 PM,062XX W FULLERTON AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,N,Y,2512,30,04B,1134257,1915279,41.923729438,-87.782115751,"(41.923729438, -87.782115751)"
JH179759,03/07/2024 05:00:00 PM,012XX W 63RD ST,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,713,16,08B,1169220,1863007,41.779601956,-87.655165014,"(41.779601956, -87.655165014)"
JH175141,03/02/2024 02:54:00 PM,013XX E 53RD ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,234,4,06,1185977,1870393,41.799490663,-87.593499384,"(41.799490663, -87.593499384)"
JH185493,03/07/2024 08:00:00 AM,014XX W 69TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,725,17,11,1168034,1858993,41.768612617,-87.659628317,"(41.768612617, -87.659628317)"
JH178648,03/07/2024 05:30:00 AM,053XX N MILWAUKEE AVE,0610,BURGLARY,FORCIBLE ENTRY,CURRENCY EXCHANGE,N,N,1622,45,05,1137735,1934679,41.976902894,-87.768866564,"(41.976902894, -87.768866564)"
JH114017,01/12/2024 08:58:00 PM,084XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,Y,N,622,21,01A,1173635,1848636,41.740069496,-87.639404123,"(41.740069496, -87.639404123)"
JH181365,03/08/2024 12:00:00 AM,058XX N DRAKE AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,N,N,1711,39,11,1151663,1938506,41.987141135,-87.717545573,"(41.987141135, -87.717545573)"
JH178920,03/07/2024 09:30:00 AM,079XX S LA SALLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,623,17,07,1176656,1852314,41.750094998,-87.628225198,"(41.750094998, -87.628225198)"
JH181387,03/07/2024 07:30:00 AM,012XX S WOOD ST,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,N,N,1233,28,08B,1164574,1894301,41.86557542,-87.671313862,"(41.86557542, -87.671313862)"
JH179660,03/07/2024 11:45:00 PM,129XX S COMMERCIAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,433,10,08B,1198090,1819763,41.660263173,-87.550766903,"(41.660263173, -87.550766903)"
JH178916,03/07/2024 11:12:00 AM,028XX E 77TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,421,7,03,1196887,1854924,41.756778153,-87.554004536,"(41.756778153, -87.554004536)"
JH179128,03/07/2024 02:35:00 PM,063XX S CICERO AVE,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,813,13,08A,1145469,1862069,41.777508938,-87.742263791,"(41.777508938, -87.742263791)"
JH186396,03/07/2024 05:30:00 PM,070XX W NORTH AVE,0460,BATTERY,SIMPLE,MEDICAL / DENTAL OFFICE,N,N,2513,29,08B,1129016,1909856,41.908938854,-87.801497147,"(41.908938854, -87.801497147)"
JH179035,03/07/2024 03:00:00 AM,072XX S MAY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,DRIVEWAY - RESIDENTIAL,N,N,733,17,26,1169902,1856883,41.762782154,-87.652842359,"(41.762782154, -87.652842359)"
JH179642,03/07/2024 08:00:00 PM,028XX E 76TH ST,0810,THEFT,OVER $500,APARTMENT,N,Y,421,7,06,1196235,1855475,41.758306319,-87.55637571,"(41.758306319, -87.55637571)"
JH179230,03/07/2024 04:13:00 PM,013XX E 53RD ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,234,4,08B,1186309,1870401,41.799504767,-87.592281619,"(41.799504767, -87.592281619)"
JH185904,03/04/2024 10:00:00 PM,029XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,133,3,06,1176406,1885545,41.841289747,-87.628142362,"(41.841289747, -87.628142362)"
JH179130,03/07/2024 02:55:00 PM,012XX N CENTRAL AVE,0820,THEFT,$500 AND UNDER,GAS STATION,N,N,2532,37,06,1138787,1907525,41.902370457,-87.76565911,"(41.902370457, -87.76565911)"
JH178855,03/07/2024 08:00:00 AM,0000X W 59TH ST,0810,THEFT,OVER $500,STREET,N,N,232,20,06,1177076,1865894,41.787350556,-87.626277055,"(41.787350556, -87.626277055)"
JH179344,03/07/2024 03:00:00 PM,049XX S UNION AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,935,20,06,1172474,1871932,41.804022085,-87.642972728,"(41.804022085, -87.642972728)"
JH179247,03/07/2024 02:00:00 PM,032XX W 62ND PL,0460,BATTERY,SIMPLE,APARTMENT,N,N,823,14,08B,1155916,1863008,41.779882266,-87.703939417,"(41.779882266, -87.703939417)"
JH178941,03/07/2024 12:00:00 PM,037XX E 106TH ST,0460,BATTERY,SIMPLE,LIBRARY,Y,N,432,10,08B,1202648,1835279,41.702725752,-87.533560988,"(41.702725752, -87.533560988)"
JH179799,03/07/2024 08:00:00 AM,025XX W ADDISON ST,0810,THEFT,OVER $500,SCHOOL - PUBLIC GROUNDS,N,N,1921,47,06,1158854,1923830,41.946724511,-87.691501175,"(41.946724511, -87.691501175)"
JH179119,03/07/2024 02:30:00 PM,090XX S BUFFALO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS STOP,N,Y,424,10,08B,1199612,1845748,41.731530391,-87.544326476,"(41.731530391, -87.544326476)"
JH181183,03/07/2024 12:23:00 PM,071XX S HARVARD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,731,6,06,1175193,1857650,41.764770395,-87.633427169,"(41.764770395, -87.633427169)"
JH180978,03/07/2024 09:00:00 PM,011XX W GRANVILLE AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,2433,48,06,1167486,1941331,41.994566065,-87.65926648,"(41.994566065, -87.65926648)"
JH178980,03/07/2024 12:12:00 PM,025XX E 77TH ST,0810,THEFT,OVER $500,STREET,N,N,421,7,06,1194340,1854398,41.755397704,-87.563355897,"(41.755397704, -87.563355897)"
JH178729,03/07/2024 09:06:00 AM,002XX E GRAND AVE,1330,CRIMINAL TRESPASS,TO LAND,HOTEL / MOTEL,N,N,1834,2,26,1177890,1903953,41.891768851,-87.622137022,"(41.891768851, -87.622137022)"
JH179295,03/07/2024 09:25:00 AM,049XX W MONTROSE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1623,45,05,1142739,1928803,41.960686717,-87.750611394,"(41.960686717, -87.750611394)"
JH179625,03/07/2024 10:06:00 PM,023XX W CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1212,36,14,1160611,1905272,41.895763771,-87.685558236,"(41.895763771, -87.685558236)"
JH179793,03/07/2024 05:00:00 PM,008XX W KINZIE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,1170846,1902903,41.889044884,-87.648037032,"(41.889044884, -87.648037032)"
JH186026,02/28/2024 04:00:00 PM,065XX S RACINE AVE,0560,ASSAULT,SIMPLE,PARK PROPERTY,N,N,724,17,08A,1169443,1861521,41.775519362,-87.654390481,"(41.775519362, -87.654390481)"
JH180816,03/07/2024 07:00:00 AM,028XX S PULASKI RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,N,N,1031,22,14,1150173,1884813,41.839831753,-87.724427915,"(41.839831753, -87.724427915)"
JH180545,03/07/2024 10:45:00 AM,0000X N HERMITAGE AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,1224,27,08B,1164731,1900539,41.882689697,-87.670560683,"(41.882689697, -87.670560683)"
JH178883,03/07/2024 11:15:00 AM,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1833,2,06,1177293,1905627,41.896375946,-87.6242787,"(41.896375946, -87.6242787)"
JH186265,12/01/2023 12:01:00 AM,088XX S HALSTED ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2223,21,11,1172524,1846225,41.733477897,-87.643545475,"(41.733477897, -87.643545475)"
JH183318,03/08/2024 12:00:00 AM,012XX S KILDARE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1011,24,14,1147914,1894028,41.865162539,-87.732480951,"(41.865162539, -87.732480951)"
JH178475,03/07/2024 12:50:00 AM,054XX S WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,932,16,14,1164609,1868672,41.795245981,-87.671909772,"(41.795245981, -87.671909772)"
JH179498,03/07/2024 08:00:00 PM,006XX E 130TH PL,0460,BATTERY,SIMPLE,STREET,N,N,533,10,08B,1183151,1819032,41.658616407,-87.605455681,"(41.658616407, -87.605455681)"
JH179548,03/07/2024 08:15:00 PM,040XX W DIVISION ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,2534,37,08B,1149417,1907705,41.902664731,-87.726608375,"(41.902664731, -87.726608375)"
JH186017,08/08/2023 12:00:00 AM,047XX N SPAULDING AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,1713,33,26,1153526,1931284,41.967286595,-87.710886387,"(41.967286595, -87.710886387)"
JH178958,03/07/2024 12:39:00 PM,078XX S ABERDEEN ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,Y,N,612,17,26,1170343,1852832,41.751656098,-87.651343727,"(41.751656098, -87.651343727)"
JH179901,03/07/2024 08:28:00 AM,036XX W 108TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,RESIDENCE,Y,N,2211,19,26,1153851,1832616,41.696522614,-87.712314098,"(41.696522614, -87.712314098)"
JH179427,03/07/2024 06:30:00 PM,016XX W SUNNYSIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1912,47,08B,1164729,1929955,41.963409039,-87.669732126,"(41.963409039, -87.669732126)"
JH184013,03/07/2024 10:25:00 AM,032XX N LECLAIRE AVE,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,1634,31,08A,1141792,1921221,41.939898633,-87.754281422,"(41.939898633, -87.754281422)"
JH178482,03/07/2024 12:52:00 AM,045XX S ASHLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,924,15,05,1166434,1874628,41.811551206,-87.665047641,"(41.811551206, -87.665047641)"
JH179034,03/07/2024 02:00:00 PM,005XX E 71ST ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,323,6,04A,1181256,1858069,41.765782646,-87.611191878,"(41.765782646, -87.611191878)"
JH179050,03/07/2024 05:50:00 AM,038XX W 61ST ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,823,23,03,1151898,1863883,41.782363159,-87.7186472,"(41.782363159, -87.7186472)"
JH179337,03/07/2024 03:30:00 PM,023XX W WARREN BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,1223,27,04A,1160909,1900297,41.882105768,-87.684601889,"(41.882105768, -87.684601889)"
JH178659,03/07/2024 08:05:00 AM,060XX S ROCKWELL ST,0460,BATTERY,SIMPLE,STREET,N,N,825,16,08B,1160073,1864614,41.784204848,-87.688655024,"(41.784204848, -87.688655024)"
JH179226,03/07/2024 05:14:00 PM,038XX S ARCHER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,N,N,911,12,01A,1160076,1879081,41.823904088,-87.688245927,"(41.823904088, -87.688245927)"
JH186376,11/01/2023 12:00:00 PM,061XX S ADA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,713,16,11,1168363,1864053,41.782490812,-87.658276777,"(41.782490812, -87.658276777)"
JH180211,03/07/2024 05:50:00 PM,029XX W DIVERSEY AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,1411,1,06,1156081,1918468,41.932067334,-87.701839116,"(41.932067334, -87.701839116)"
JH179055,03/07/2024 02:11:00 PM,032XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,1922,32,06,1165085,1921399,41.939923405,-87.668667203,"(41.939923405, -87.668667203)"
JH179100,03/07/2024 02:30:00 PM,003XX E NORTH WATER ST,1330,CRIMINAL TRESPASS,TO LAND,HOTEL / MOTEL,N,N,1834,42,26,1178425,1903153,41.889561428,-87.620196651,"(41.889561428, -87.620196651)"
JH179324,03/07/2024 04:00:00 PM,005XX N ARMOUR ST,0810,THEFT,OVER $500,PARK PROPERTY,N,N,1215,1,06,1166074,1903833,41.891700115,-87.665535033,"(41.891700115, -87.665535033)"
JH179991,03/07/2024 04:38:00 PM,006XX N LA SALLE DR,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1832,42,06,1175023,1904549,41.893469034,-87.632648229,"(41.893469034, -87.632648229)"
JH179422,03/07/2024 03:52:00 PM,030XX N BROADWAY,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,OTHER (SPECIFY),N,N,1934,44,02,1171721,1920469,41.937227668,-87.644305471,"(41.937227668, -87.644305471)"
JH179643,03/07/2024 10:20:00 PM,015XX W 92ND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2221,21,07,1167437,1843712,41.726692216,-87.662253473,"(41.726692216, -87.662253473)"
JH179009,03/07/2024 01:20:00 PM,093XX S ASHLAND AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,SMALL RETAIL STORE,N,N,2221,21,03,1167315,1842598,41.72363784,-87.662732163,"(41.72363784, -87.662732163)"
JH180159,03/07/2024 03:00:00 PM,038XX N LINCOLN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1922,47,11,1162748,1925719,41.951827119,-87.677134838,"(41.951827119, -87.677134838)"
JH179459,03/07/2024 01:20:00 PM,079XX S VERNON AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,624,6,26,1180618,1852534,41.750608686,-87.61370005,"(41.750608686, -87.61370005)"
JH185865,02/19/2024 11:01:00 AM,044XX S FRANCISCO AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,922,12,06,1157775,1875041,41.812864918,-87.696797348,"(41.812864918, -87.696797348)"
JG219292,04/11/2023 03:52:00 PM,072XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,735,17,08B,1166596,1856697,41.762342874,-87.664964705,"(41.762342874, -87.664964705)"
JH179449,03/07/2024 04:58:00 PM,076XX S PAXTON AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,414,7,06,1192195,1854739,41.756385847,-87.571205553,"(41.756385847, -87.571205553)"
JH180578,03/07/2024 06:38:00 PM,021XX S PRINCETON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,NURSING / RETIREMENT HOME,N,N,914,11,14,1174265,1890173,41.854037308,-87.635861095,"(41.854037308, -87.635861095)"
JH180170,03/07/2024 12:07:00 PM,045XX N MC VICKER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,1622,38,08A,1135192,1929685,41.963244492,-87.778337415,"(41.963244492, -87.778337415)"
JH179599,03/07/2024 11:00:00 PM,002XX W 63RD ST,0460,BATTERY,SIMPLE,CTA STATION,N,N,311,20,08B,1176015,1863201,41.779984558,-87.630247996,"(41.779984558, -87.630247996)"
JH179201,03/07/2024 03:55:00 PM,001XX E WACKER DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,HOTEL / MOTEL,N,N,114,42,11,1177683,1902638,41.888165132,-87.622937212,"(41.888165132, -87.622937212)"
JG248390,05/04/2023 09:39:00 PM,037XX W LEXINGTON ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,Y,N,1133,24,04B,1151709,1896448,41.871729561,-87.71848567,"(41.871729561, -87.71848567)"
JH181501,02/10/2024 12:01:00 AM,092XX S DAUPHIN AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,Y,633,8,08B,1183601,1843991,41.727096769,-87.603034703,"(41.727096769, -87.603034703)"
JH178647,03/07/2024 06:00:00 AM,022XX E 97TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,431,7,26,1192569,1841076,41.718884244,-87.570278898,"(41.718884244, -87.570278898)"
JH179206,03/07/2024 04:05:00 PM,056XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1711,39,08B,1152032,1937236,41.983648896,-87.716222029,"(41.983648896, -87.716222029)"
JH179280,03/07/2024 02:27:00 PM,075XX S CHAMPLAIN AVE,0810,THEFT,OVER $500,APARTMENT,N,Y,624,6,06,1181869,1855220,41.757950552,-87.609032976,"(41.757950552, -87.609032976)"
JH179261,03/07/2024 07:50:00 AM,055XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1623,45,14,1137859,1936436,41.981722008,-87.768367938,"(41.981722008, -87.768367938)"
JH179841,03/07/2024 04:00:00 PM,032XX S HOYNE AVE,0610,BURGLARY,FORCIBLE ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,912,12,05,1162869,1883275,41.835354883,-87.677881946,"(41.835354883, -87.677881946)"
JH184639,03/07/2024 07:00:00 PM,021XX N LAVERGNE AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,2522,26,06,1142711,1913680,41.91918829,-87.751091978,"(41.91918829, -87.751091978)"
JH178963,03/07/2024 12:11:00 PM,068XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,322,6,05,1178343,1859691,41.770300203,-87.621819735,"(41.770300203, -87.621819735)"
JH184527,03/07/2024 06:22:00 PM,028XX W MONTROSE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1724,33,06,1156481,1929102,41.961239638,-87.700080449,"(41.961239638, -87.700080449)"
JH179626,03/07/2024 11:22:00 PM,027XX W 61ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,825,16,14,1158963,1864083,41.782770475,-87.692739244,"(41.782770475, -87.692739244)"
JH179539,03/07/2024 08:48:00 PM,058XX S WHIPPLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,824,14,14,1157049,1865672,41.787169834,-87.699713675,"(41.787169834, -87.699713675)"
JH178912,03/07/2024 11:15:00 AM,024XX W WILSON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1911,47,05,1159058,1930434,41.964842066,-87.690569262,"(41.964842066, -87.690569262)"
JH180242,03/07/2024 07:30:00 PM,001XX N LEAMINGTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1532,28,07,1142031,1900317,41.88253132,-87.753922015,"(41.88253132, -87.753922015)"
JH178645,03/07/2024 07:35:00 AM,024XX E 74TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),N,N,334,7,07,1194105,1856027,41.759873573,-87.564163718,"(41.759873573, -87.564163718)"
JH178894,03/07/2024 10:00:00 AM,043XX W NORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2534,36,14,1146919,1910274,41.909762448,-87.735718308,"(41.909762448, -87.735718308)"
JH180378,03/07/2024 06:30:00 PM,040XX N LEAVITT ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,1911,47,08B,1160966,1926995,41.955365785,-87.683649901,"(41.955365785, -87.683649901)"
JH179343,03/07/2024 05:31:00 PM,046XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2521,31,06,1144951,1918212,41.931582515,-87.742747165,"(41.931582515, -87.742747165)"
JH178871,03/07/2024 11:00:00 AM,001XX N WALLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1512,29,08B,1138138,1900438,41.882934596,-87.76821448,"(41.882934596, -87.76821448)"
JH176320,03/05/2024 11:28:00 AM,031XX W HARRISON ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,08B,1155457,1897193,41.873699424,-87.704705156,"(41.873699424, -87.704705156)"
JH186873,02/20/2024 05:11:00 PM,052XX W HARRISON ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,Y,1522,29,26,1141414,1896814,41.872930051,-87.756274168,"(41.872930051, -87.756274168)"
JH179621,03/07/2024 09:00:00 PM,0000X E LAKE ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,111,42,06,1176916,1901744,41.885729338,-87.625780935,"(41.885729338, -87.625780935)"
JH178526,03/07/2024 02:30:00 AM,041XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1115,28,08B,1148866,1898690,41.877937275,-87.728865583,"(41.877937275, -87.728865583)"
JH178697,03/07/2024 08:50:00 AM,020XX E 78TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,414,8,11,1190996,1853651,41.753429346,-87.575634687,"(41.753429346, -87.575634687)"
JH179552,03/07/2024 04:00:00 AM,122XX S MAY ST,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,N,N,524,21,02,1170882,1823538,41.671257198,-87.650220188,"(41.671257198, -87.650220188)"
JH179764,03/07/2024 12:06:00 PM,064XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2432,49,06,1167108,1942847,41.998734156,-87.660613118,"(41.998734156, -87.660613118)"
JH178518,03/07/2024 02:00:00 AM,020XX W JACKSON BLVD,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CHA HALLWAY / STAIRWELL / ELEVATOR,N,N,1225,27,04A,1162659,1898621,41.877470199,-87.678222877,"(41.877470199, -87.678222877)"
JH179663,03/07/2024 11:00:00 PM,065XX S KEDZIE AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,N,N,831,14,04B,1156172,1861266,41.775096813,-87.703047685,"(41.775096813, -87.703047685)"
JH179460,03/07/2024 02:00:00 PM,056XX S INDIANA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,231,20,26,1178559,1867702,41.792278287,-87.620784638,"(41.792278287, -87.620784638)"
JH186032,03/05/2024 05:27:00 PM,0000X N ABERDEEN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,1224,34,26,1169139,1900448,41.88234543,-87.6543771,"(41.88234543, -87.6543771)"
JH178884,03/07/2024 08:04:00 AM,085XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,GAS STATION,N,N,614,18,06,1167159,1848153,41.738884922,-87.663145149,"(41.738884922, -87.663145149)"
JH186496,01/01/2024 12:00:00 AM,059XX N WASHTENAW AVE,0460,BATTERY,SIMPLE,APARTMENT,N,Y,2011,40,08B,1157265,1939245,41.989056609,-87.696920998,"(41.989056609, -87.696920998)"
JH180510,03/07/2024 04:00:00 PM,114XX S FORRESTVILLE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,531,9,11,1181957,1829401,41.687098041,-87.609506069,"(41.687098041, -87.609506069)"
